pointA,pointB,distance
"(42.35052185, -71.10009615151182)","(42.35066235, -71.1064382921208)",525.557
"(42.35052185, -71.10009615151182)","(42.349090849999996, -71.1041455900759)",407.08399999999995
"(42.35052185, -71.10009615151182)","(42.335479649999996, -71.0717193943673)",3286.9859999999994
"(42.35052185, -71.10009615151182)","(42.3514835, -71.1212481)",1841.2109999999998
"(42.35052185, -71.10009615151182)","(42.3489751, -71.1009021)",180.522
"(42.35052185, -71.10009615151182)","(42.3509964, -71.10799517909709)",681.509
"(42.35052185, -71.10009615151182)","(42.3496881, -71.1001848)",82.473
"(42.35052185, -71.10009615151182)","(42.3518204, -71.11646235858747)",1485.7389999999998
"(42.35052185, -71.10009615151182)","(42.3491905, -71.1060852)",678.0949999999998
"(42.35052185, -71.10009615151182)","(42.3505083, -71.1039114501441)",285.46999999999997
"(42.35052185, -71.10009615151182)","(42.34865105, -71.10126530464467)",217.20000000000005
"(42.35052185, -71.10009615151182)","(42.34877175, -71.10419840251558)",604.2030000000001
"(42.35052185, -71.10009615151182)","(42.3517837, -71.1187216)",1601.1499999999996
"(42.35052185, -71.10009615151182)","(42.35051115, -71.09995235)",0.0
"(42.35052185, -71.10009615151182)","(42.3490585, -71.10153394404658)",287.162
"(42.35052185, -71.10009615151182)","(42.3510171, -71.10981338167903)",935.1440000000001
"(42.35052185, -71.10009615151182)","(42.3520335, -71.11030686731542)",1047.339
"(42.35052185, -71.10009615151182)","(42.3498642, -71.1020204)",257.111
"(42.35052185, -71.10009615151182)","(42.348448899999994, -71.10015580728992)",212.625
"(42.35052185, -71.10009615151182)","(42.336374750000004, -71.07016239901102)",3212.679999999999
"(42.35052185, -71.10009615151182)","(42.3508802, -71.11750772346343)",1556.5889999999993
"(42.35052185, -71.10009615151182)","(42.3484364, -71.10230804217932)",323.8670000000001
"(42.35052185, -71.10009615151182)","(42.34888825, -71.10484432143394)",604.2030000000001
"(42.35052185, -71.10009615151182)","(42.35078225, -71.10524017370268)",428.702
"(42.35052185, -71.10009615151182)","(42.3505236, -71.10754495805156)",659.76
"(42.35052185, -71.10009615151182)","(42.3501003, -71.10383756091035)",387.15999999999997
"(42.35052185, -71.10009615151182)","(42.351051050235355, -71.1137959187151)",1193.328
"(42.35052185, -71.10009615151182)","(42.35455655, -71.12354972039716)",2214.792
"(42.35052185, -71.10009615151182)","(42.3497494, -71.10134870499787)",134.46499999999997
"(42.35052185, -71.10009615151182)","(42.34972315, -71.10086607545841)",119.91099999999999
"(42.35052185, -71.10009615151182)","(42.3360176, -71.0694751)",3285.1629999999996
"(42.35052185, -71.10009615151182)","(42.3497874, -71.09794138426676)",270.2
"(42.349457799999996, -71.09810497506007)","(42.3503203, -71.09700303119664)",172.29299999999998
"(42.349457799999996, -71.09810497506007)","(42.351064300000004, -71.1075071069339)",907.4340000000002
"(42.349457799999996, -71.09810497506007)","(42.350860850000004, -71.10386660061369)",594.2520000000002
"(42.349457799999996, -71.09810497506007)","(42.3495087, -71.10580869890427)",651.238
"(42.349457799999996, -71.09810497506007)","(42.3483358, -71.10173878356534)",410.5590000000001
"(42.349457799999996, -71.09810497506007)","(42.35066235, -71.1064382921208)",781.7690000000002
"(42.349457799999996, -71.09810497506007)","(42.349090849999996, -71.1041455900759)",501.323
"(42.349457799999996, -71.09810497506007)","(42.335479649999996, -71.0717193943673)",3048.9009999999994
"(42.349457799999996, -71.09810497506007)","(42.3514835, -71.1212481)",1944.167
"(42.349457799999996, -71.09810497506007)","(42.3489751, -71.1009021)",267.214
"(42.349457799999996, -71.09810497506007)","(42.3509964, -71.10799517909709)",907.4340000000002
"(42.349457799999996, -71.09810497506007)","(42.3496881, -71.1001848)",223.00000000000003
"(42.349457799999996, -71.09810497506007)","(42.3518204, -71.11646235858747)",1593.2540000000001
"(42.349457799999996, -71.09810497506007)","(42.3491905, -71.1060852)",774.6229999999998
"(42.349457799999996, -71.09810497506007)","(42.3505083, -71.1039114501441)",536.0630000000001
"(42.349457799999996, -71.09810497506007)","(42.34865105, -71.10126530464467)",303.89200000000005
"(42.349457799999996, -71.09810497506007)","(42.34877175, -71.10419840251558)",690.8950000000001
"(42.349457799999996, -71.09810497506007)","(42.3517837, -71.1187216)",1708.665
"(42.349457799999996, -71.09810497506007)","(42.35051115, -71.09995235)",290.765
"(42.349457799999996, -71.09810497506007)","(42.3490585, -71.10153394404658)",373.854
"(42.349457799999996, -71.09810497506007)","(42.3510171, -71.10981338167903)",1042.6590000000003
"(42.349457799999996, -71.09810497506007)","(42.3520335, -71.11030686731542)",1154.8540000000003
"(42.349457799999996, -71.09810497506007)","(42.3498642, -71.1020204)",345.48300000000006
"(42.349457799999996, -71.09810497506007)","(42.348448899999994, -71.10015580728992)",291.874
"(42.349457799999996, -71.09810497506007)","(42.336374750000004, -71.07016239901102)",2974.594999999999
"(42.349457799999996, -71.09810497506007)","(42.3508802, -71.11750772346343)",1659.5449999999994
"(42.349457799999996, -71.09810497506007)","(42.3484364, -71.10230804217932)",410.5590000000001
"(42.349457799999996, -71.09810497506007)","(42.34888825, -71.10484432143394)",690.8950000000001
"(42.349457799999996, -71.09810497506007)","(42.35078225, -71.10524017370268)",684.9140000000002
"(42.349457799999996, -71.09810497506007)","(42.3505236, -71.10754495805156)",885.6850000000002
"(42.349457799999996, -71.09810497506007)","(42.3501003, -71.10383756091035)",485.4360000000001
"(42.349457799999996, -71.09810497506007)","(42.351051050235355, -71.1137959187151)",1300.8430000000003
"(42.349457799999996, -71.09810497506007)","(42.35455655, -71.12354972039716)",2322.3070000000002
"(42.349457799999996, -71.09810497506007)","(42.3497494, -71.10134870499787)",315.814
"(42.349457799999996, -71.09810497506007)","(42.34972315, -71.10086607545841)",208.28300000000004
"(42.349457799999996, -71.09810497506007)","(42.3360176, -71.0694751)",3047.0779999999995
"(42.349457799999996, -71.09810497506007)","(42.3497874, -71.09794138426676)",65.226
"(42.3503203, -71.09700303119664)","(42.351064300000004, -71.1075071069339)",907.2270000000002
"(42.3503203, -71.09700303119664)","(42.350860850000004, -71.10386660061369)",555.724
"(42.3503203, -71.09700303119664)","(42.3495087, -71.10580869890427)",780.931
"(42.3503203, -71.09700303119664)","(42.3483358, -71.10173878356534)",549.5849999999999
"(42.3503203, -71.09700303119664)","(42.35066235, -71.1064382921208)",751.2750000000002
"(42.3503203, -71.09700303119664)","(42.349090849999996, -71.1041455900759)",632.802
"(42.3503203, -71.09700303119664)","(42.335479649999996, -71.0717193943673)",3062.142999999999
"(42.3503203, -71.09700303119664)","(42.3514835, -71.1212481)",2066.9289999999996
"(42.3503203, -71.09700303119664)","(42.3489751, -71.1009021)",406.23999999999995
"(42.3503203, -71.09700303119664)","(42.3509964, -71.10799517909709)",907.2270000000002
"(42.3503203, -71.09700303119664)","(42.3496881, -71.1001848)",308.191
"(42.3503203, -71.09700303119664)","(42.3518204, -71.11646235858747)",1711.4569999999999
"(42.3503203, -71.09700303119664)","(42.3491905, -71.1060852)",903.8129999999999
"(42.3503203, -71.09700303119664)","(42.3505083, -71.1039114501441)",511.188
"(42.3503203, -71.09700303119664)","(42.34865105, -71.10126530464467)",442.918
"(42.3503203, -71.09700303119664)","(42.34877175, -71.10419840251558)",829.9209999999999
"(42.3503203, -71.09700303119664)","(42.3517837, -71.1187216)",1826.8679999999997
"(42.3503203, -71.09700303119664)","(42.35051115, -71.09995235)",225.71800000000002
"(42.3503203, -71.09700303119664)","(42.3490585, -71.10153394404658)",512.88
"(42.3503203, -71.09700303119664)","(42.3510171, -71.10981338167903)",1160.862
"(42.3503203, -71.09700303119664)","(42.3520335, -71.11030686731542)",1273.057
"(42.3503203, -71.09700303119664)","(42.3498642, -71.1020204)",482.829
"(42.3503203, -71.09700303119664)","(42.348448899999994, -71.10015580728992)",438.3430000000001
"(42.3503203, -71.09700303119664)","(42.336374750000004, -71.07016239901102)",2987.8369999999986
"(42.3503203, -71.09700303119664)","(42.3508802, -71.11750772346343)",1782.3069999999993
"(42.3503203, -71.09700303119664)","(42.3484364, -71.10230804217932)",549.5849999999999
"(42.3503203, -71.09700303119664)","(42.34888825, -71.10484432143394)",829.9209999999999
"(42.3503203, -71.09700303119664)","(42.35078225, -71.10524017370268)",654.4200000000002
"(42.3503203, -71.09700303119664)","(42.3505236, -71.10754495805156)",885.4780000000002
"(42.3503203, -71.09700303119664)","(42.3501003, -71.10383756091035)",612.878
"(42.3503203, -71.09700303119664)","(42.351051050235355, -71.1137959187151)",1419.046
"(42.3503203, -71.09700303119664)","(42.35455655, -71.12354972039716)",2440.51
"(42.3503203, -71.09700303119664)","(42.3497494, -71.10134870499787)",360.183
"(42.3503203, -71.09700303119664)","(42.34972315, -71.10086607545841)",345.629
"(42.3503203, -71.09700303119664)","(42.3360176, -71.0694751)",3060.3199999999993
"(42.3503203, -71.09700303119664)","(42.3497874, -71.09794138426676)",107.06700000000001
"(42.351064300000004, -71.1075071069339)","(42.350860850000004, -71.10386660061369)",351.50299999999993
"(42.351064300000004, -71.1075071069339)","(42.3495087, -71.10580869890427)",428.991
"(42.351064300000004, -71.1075071069339)","(42.3483358, -71.10173878356534)",732.101
"(42.351064300000004, -71.1075071069339)","(42.35066235, -71.1064382921208)",198.17299999999997
"(42.351064300000004, -71.1075071069339)","(42.349090849999996, -71.1041455900759)",484.34499999999997
"(42.351064300000004, -71.1075071069339)","(42.335479649999996, -71.0717193943673)",3954.919999999999
"(42.351064300000004, -71.1075071069339)","(42.3514835, -71.1212481)",1203.2
"(42.351064300000004, -71.1075071069339)","(42.3489751, -71.1009021)",738.36
"(42.351064300000004, -71.1075071069339)","(42.3509964, -71.10799517909709)",0.0
"(42.351064300000004, -71.1075071069339)","(42.3496881, -71.1001848)",730.8779999999999
"(42.351064300000004, -71.1075071069339)","(42.3518204, -71.11646235858747)",847.7280000000001
"(42.351064300000004, -71.1075071069339)","(42.3491905, -71.1060852)",311.82800000000003
"(42.351064300000004, -71.1075071069339)","(42.3505083, -71.1039114501441)",401.65799999999996
"(42.351064300000004, -71.1075071069339)","(42.34865105, -71.10126530464467)",803.69
"(42.351064300000004, -71.1075071069339)","(42.34877175, -71.10419840251558)",1012.437
"(42.351064300000004, -71.1075071069339)","(42.3517837, -71.1187216)",963.1389999999999
"(42.351064300000004, -71.1075071069339)","(42.35051115, -71.09995235)",681.5089999999999
"(42.351064300000004, -71.1075071069339)","(42.3490585, -71.10153394404658)",656.923
"(42.351064300000004, -71.1075071069339)","(42.3510171, -71.10981338167903)",297.133
"(42.351064300000004, -71.1075071069339)","(42.3520335, -71.11030686731542)",409.32800000000003
"(42.351064300000004, -71.1075071069339)","(42.3498642, -71.1020204)",561.951
"(42.351064300000004, -71.1075071069339)","(42.348448899999994, -71.10015580728992)",820.3420000000001
"(42.351064300000004, -71.1075071069339)","(42.336374750000004, -71.07016239901102)",3880.6139999999987
"(42.351064300000004, -71.1075071069339)","(42.3508802, -71.11750772346343)",918.5780000000001
"(42.351064300000004, -71.1075071069339)","(42.3484364, -71.10230804217932)",732.101
"(42.351064300000004, -71.1075071069339)","(42.34888825, -71.10484432143394)",1012.437
"(42.351064300000004, -71.1075071069339)","(42.35078225, -71.10524017370268)",279.59299999999996
"(42.351064300000004, -71.1075071069339)","(42.3505236, -71.10754495805156)",21.749
"(42.351064300000004, -71.1075071069339)","(42.3501003, -71.10383756091035)",442.596
"(42.351064300000004, -71.1075071069339)","(42.351051050235355, -71.1137959187151)",555.317
"(42.351064300000004, -71.1075071069339)","(42.35455655, -71.12354972039716)",1576.7810000000002
"(42.351064300000004, -71.1075071069339)","(42.3497494, -71.10134870499787)",622.5939999999999
"(42.351064300000004, -71.1075071069339)","(42.34972315, -71.10086607545841)",699.1510000000001
"(42.351064300000004, -71.1075071069339)","(42.3360176, -71.0694751)",3953.0969999999993
"(42.351064300000004, -71.1075071069339)","(42.3497874, -71.09794138426676)",918.6049999999999
"(42.350860850000004, -71.10386660061369)","(42.3495087, -71.10580869890427)",332.15999999999997
"(42.350860850000004, -71.10386660061369)","(42.3483358, -71.10173878356534)",423.968
"(42.350860850000004, -71.10386660061369)","(42.35066235, -71.1064382921208)",195.55100000000002
"(42.350860850000004, -71.10386660061369)","(42.349090849999996, -71.1041455900759)",184.031
"(42.350860850000004, -71.10386660061369)","(42.335479649999996, -71.0717193943673)",3605.7319999999995
"(42.350860850000004, -71.10386660061369)","(42.3514835, -71.1212481)",1511.205
"(42.350860850000004, -71.10386660061369)","(42.3489751, -71.1009021)",430.227
"(42.350860850000004, -71.10386660061369)","(42.3509964, -71.10799517909709)",351.50299999999993
"(42.350860850000004, -71.10386660061369)","(42.3496881, -71.1001848)",387.409
"(42.350860850000004, -71.10386660061369)","(42.3518204, -71.11646235858747)",1155.7329999999995
"(42.350860850000004, -71.10386660061369)","(42.3491905, -71.1060852)",455.0419999999999
"(42.350860850000004, -71.10386660061369)","(42.3505083, -71.1039114501441)",58.18900000000001
"(42.350860850000004, -71.10386660061369)","(42.34865105, -71.10126530464467)",493.66399999999993
"(42.350860850000004, -71.10386660061369)","(42.34877175, -71.10419840251558)",704.3040000000001
"(42.350860850000004, -71.10386660061369)","(42.3517837, -71.1187216)",1271.1439999999996
"(42.350860850000004, -71.10386660061369)","(42.35051115, -71.09995235)",330.006
"(42.350860850000004, -71.10386660061369)","(42.3490585, -71.10153394404658)",348.78999999999996
"(42.350860850000004, -71.10386660061369)","(42.3510171, -71.10981338167903)",605.1379999999998
"(42.350860850000004, -71.10386660061369)","(42.3520335, -71.11030686731542)",717.3329999999997
"(42.350860850000004, -71.10386660061369)","(42.3498642, -71.1020204)",248.769
"(42.350860850000004, -71.10386660061369)","(42.348448899999994, -71.10015580728992)",510.3159999999999
"(42.350860850000004, -71.10386660061369)","(42.336374750000004, -71.07016239901102)",3531.425999999999
"(42.350860850000004, -71.10386660061369)","(42.3508802, -71.11750772346343)",1226.5829999999994
"(42.350860850000004, -71.10386660061369)","(42.3484364, -71.10230804217932)",423.968
"(42.350860850000004, -71.10386660061369)","(42.34888825, -71.10484432143394)",704.3040000000001
"(42.350860850000004, -71.10386660061369)","(42.35078225, -71.10524017370268)",98.69600000000001
"(42.350860850000004, -71.10386660061369)","(42.3505236, -71.10754495805156)",329.7539999999999
"(42.350860850000004, -71.10386660061369)","(42.3501003, -71.10383756091035)",164.107
"(42.350860850000004, -71.10386660061369)","(42.351051050235355, -71.1137959187151)",863.3219999999997
"(42.350860850000004, -71.10386660061369)","(42.35455655, -71.12354972039716)",1884.7860000000003
"(42.350860850000004, -71.10386660061369)","(42.3497494, -71.10134870499787)",279.125
"(42.350860850000004, -71.10386660061369)","(42.34972315, -71.10086607545841)",385.969
"(42.350860850000004, -71.10386660061369)","(42.3360176, -71.0694751)",3603.9089999999997
"(42.350860850000004, -71.10386660061369)","(42.3497874, -71.09794138426676)",575.136
"(42.3495087, -71.10580869890427)","(42.3483358, -71.10173878356534)",305.923
"(42.3495087, -71.10580869890427)","(42.35066235, -71.1064382921208)",519.6769999999999
"(42.3495087, -71.10580869890427)","(42.349090849999996, -71.1041455900759)",149.91500000000002
"(42.3495087, -71.10580869890427)","(42.335479649999996, -71.0717193943673)",3633.2809999999995
"(42.3495087, -71.10580869890427)","(42.3514835, -71.1212481)",1396.3230000000003
"(42.3495087, -71.10580869890427)","(42.3489751, -71.1009021)",403.93
"(42.3495087, -71.10580869890427)","(42.3509964, -71.10799517909709)",428.991
"(42.3495087, -71.10580869890427)","(42.3496881, -71.1001848)",497.40199999999993
"(42.3495087, -71.10580869890427)","(42.3518204, -71.11646235858747)",1099.602
"(42.3495087, -71.10580869890427)","(42.3491905, -71.1060852)",124.576
"(42.3495087, -71.10580869890427)","(42.3505083, -71.1039114501441)",273.97099999999995
"(42.3495087, -71.10580869890427)","(42.34865105, -71.10126530464467)",404.54200000000003
"(42.3495087, -71.10580869890427)","(42.34877175, -71.10419840251558)",586.259
"(42.3495087, -71.10580869890427)","(42.3517837, -71.1187216)",1212.948
"(42.3495087, -71.10580869890427)","(42.35051115, -71.09995235)",555.213
"(42.3495087, -71.10580869890427)","(42.3490585, -71.10153394404658)",322.493
"(42.3495087, -71.10580869890427)","(42.3510171, -71.10981338167903)",555.6719999999999
"(42.3495087, -71.10580869890427)","(42.3520335, -71.11030686731542)",667.8669999999998
"(42.3495087, -71.10580869890427)","(42.3498642, -71.1020204)",307.009
"(42.3495087, -71.10580869890427)","(42.348448899999994, -71.10015580728992)",485.91200000000003
"(42.3495087, -71.10580869890427)","(42.336374750000004, -71.07016239901102)",3558.974999999999
"(42.3495087, -71.10580869890427)","(42.3508802, -71.11750772346343)",1111.638
"(42.3495087, -71.10580869890427)","(42.3484364, -71.10230804217932)",305.923
"(42.3495087, -71.10580869890427)","(42.34888825, -71.10484432143394)",586.259
"(42.3495087, -71.10580869890427)","(42.35078225, -71.10524017370268)",422.8219999999999
"(42.3495087, -71.10580869890427)","(42.3505236, -71.10754495805156)",407.24199999999996
"(42.3495087, -71.10580869890427)","(42.3501003, -71.10383756091035)",189.188
"(42.3495087, -71.10580869890427)","(42.351051050235355, -71.1137959187151)",807.191
"(42.3495087, -71.10580869890427)","(42.35455655, -71.12354972039716)",1828.6550000000004
"(42.3495087, -71.10580869890427)","(42.3497494, -71.10134870499787)",430.03900000000004
"(42.3495087, -71.10580869890427)","(42.34972315, -71.10086607545841)",443.804
"(42.3495087, -71.10580869890427)","(42.3360176, -71.0694751)",3631.4579999999996
"(42.3495087, -71.10580869890427)","(42.3497874, -71.09794138426676)",716.464
"(42.3483358, -71.10173878356534)","(42.35066235, -71.1064382921208)",611.485
"(42.3483358, -71.10173878356534)","(42.349090849999996, -71.1041455900759)",247.75599999999997
"(42.3483358, -71.10173878356534)","(42.335479649999996, -71.0717193943673)",3357.0979999999995
"(42.3483358, -71.10173878356534)","(42.3514835, -71.1212481)",1702.2459999999996
"(42.3483358, -71.10173878356534)","(42.3489751, -71.1009021)",191.141
"(42.3483358, -71.10173878356534)","(42.3509964, -71.10799517909709)",732.101
"(42.3483358, -71.10173878356534)","(42.3496881, -71.1001848)",256.723
"(42.3483358, -71.10173878356534)","(42.3518204, -71.11646235858747)",1405.5249999999999
"(42.3483358, -71.10173878356534)","(42.3491905, -71.1060852)",430.499
"(42.3483358, -71.10173878356534)","(42.3505083, -71.1039114501441)",365.779
"(42.3483358, -71.10173878356534)","(42.34865105, -71.10126530464467)",106.667
"(42.3483358, -71.10173878356534)","(42.34877175, -71.10419840251558)",280.336
"(42.3483358, -71.10173878356534)","(42.3517837, -71.1187216)",1518.8710000000003
"(42.3483358, -71.10173878356534)","(42.35051115, -71.09995235)",323.86699999999996
"(42.3483358, -71.10173878356534)","(42.3490585, -71.10153394404658)",75.178
"(42.3483358, -71.10173878356534)","(42.3510171, -71.10981338167903)",861.595
"(42.3483358, -71.10173878356534)","(42.3520335, -71.11030686731542)",973.79
"(42.3483358, -71.10173878356534)","(42.3498642, -71.1020204)",351.86199999999997
"(42.3483358, -71.10173878356534)","(42.348448899999994, -71.10015580728992)",194.52999999999997
"(42.3483358, -71.10173878356534)","(42.336374750000004, -71.07016239901102)",3282.791999999999
"(42.3483358, -71.10173878356534)","(42.3508802, -71.11750772346343)",1417.5609999999995
"(42.3483358, -71.10173878356534)","(42.3484364, -71.10230804217932)",0.0
"(42.3483358, -71.10173878356534)","(42.34888825, -71.10484432143394)",280.336
"(42.3483358, -71.10173878356534)","(42.35078225, -71.10524017370268)",514.63
"(42.3483358, -71.10173878356534)","(42.3505236, -71.10754495805156)",710.352
"(42.3483358, -71.10173878356534)","(42.3501003, -71.10383756091035)",314.5179999999999
"(42.3483358, -71.10173878356534)","(42.351051050235355, -71.1137959187151)",1113.114
"(42.3483358, -71.10173878356534)","(42.35455655, -71.12354972039716)",2134.578
"(42.3483358, -71.10173878356534)","(42.3497494, -71.10134870499787)",331.103
"(42.3483358, -71.10173878356534)","(42.34972315, -71.10086607545841)",214.662
"(42.3483358, -71.10173878356534)","(42.3360176, -71.0694751)",3355.2749999999996
"(42.3483358, -71.10173878356534)","(42.3497874, -71.09794138426676)",475.7850000000001
"(42.35066235, -71.1064382921208)","(42.349090849999996, -71.1041455900759)",371.5479999999999
"(42.35066235, -71.1064382921208)","(42.335479649999996, -71.0717193943673)",3801.2829999999994
"(42.35066235, -71.1064382921208)","(42.3514835, -71.1212481)",1357.875
"(42.35066235, -71.1064382921208)","(42.3489751, -71.1009021)",617.7439999999999
"(42.35066235, -71.1064382921208)","(42.3509964, -71.10799517909709)",198.173
"(42.35066235, -71.1064382921208)","(42.3496881, -71.1001848)",574.926
"(42.35066235, -71.1064382921208)","(42.3518204, -71.11646235858747)",1002.403
"(42.35066235, -71.1064382921208)","(42.3491905, -71.1060852)",466.503
"(42.35066235, -71.1064382921208)","(42.3505083, -71.1039114501441)",245.70599999999996
"(42.35066235, -71.1064382921208)","(42.34865105, -71.10126530464467)",681.181
"(42.35066235, -71.1064382921208)","(42.34877175, -71.10419840251558)",891.821
"(42.35066235, -71.1064382921208)","(42.3517837, -71.1187216)",1117.8139999999999
"(42.35066235, -71.1064382921208)","(42.35051115, -71.09995235)",525.5569999999999
"(42.35066235, -71.1064382921208)","(42.3490585, -71.10153394404658)",536.307
"(42.35066235, -71.1064382921208)","(42.3510171, -71.10981338167903)",451.80800000000005
"(42.35066235, -71.1064382921208)","(42.3520335, -71.11030686731542)",564.0029999999999
"(42.35066235, -71.1064382921208)","(42.3498642, -71.1020204)",436.286
"(42.35066235, -71.1064382921208)","(42.348448899999994, -71.10015580728992)",697.8330000000001
"(42.35066235, -71.1064382921208)","(42.336374750000004, -71.07016239901102)",3726.976999999999
"(42.35066235, -71.1064382921208)","(42.3508802, -71.11750772346343)",1073.253
"(42.35066235, -71.1064382921208)","(42.3484364, -71.10230804217932)",611.485
"(42.35066235, -71.1064382921208)","(42.34888825, -71.10484432143394)",891.821
"(42.35066235, -71.1064382921208)","(42.35078225, -71.10524017370268)",123.64099999999999
"(42.35066235, -71.1064382921208)","(42.3505236, -71.10754495805156)",176.424
"(42.35066235, -71.1064382921208)","(42.3501003, -71.10383756091035)",351.62399999999997
"(42.35066235, -71.1064382921208)","(42.351051050235355, -71.1137959187151)",709.992
"(42.35066235, -71.1064382921208)","(42.35455655, -71.12354972039716)",1731.4560000000004
"(42.35066235, -71.1064382921208)","(42.3497494, -71.10134870499787)",466.642
"(42.35066235, -71.1064382921208)","(42.34972315, -71.10086607545841)",573.486
"(42.35066235, -71.1064382921208)","(42.3360176, -71.0694751)",3799.4599999999996
"(42.35066235, -71.1064382921208)","(42.3497874, -71.09794138426676)",762.653
"(42.349090849999996, -71.1041455900759)","(42.335479649999996, -71.0717193943673)",3483.365999999999
"(42.349090849999996, -71.1041455900759)","(42.3514835, -71.1212481)",1455.708
"(42.349090849999996, -71.1041455900759)","(42.3489751, -71.1009021)",254.015
"(42.349090849999996, -71.1041455900759)","(42.3509964, -71.10799517909709)",484.34499999999997
"(42.349090849999996, -71.1041455900759)","(42.3496881, -71.1001848)",347.4869999999999
"(42.349090849999996, -71.1041455900759)","(42.3518204, -71.11646235858747)",1157.986
"(42.349090849999996, -71.1041455900759)","(42.3491905, -71.1060852)",274.159
"(42.349090849999996, -71.1041455900759)","(42.3505083, -71.1039114501441)",125.842
"(42.349090849999996, -71.1041455900759)","(42.34865105, -71.10126530464467)",319.34499999999997
"(42.349090849999996, -71.1041455900759)","(42.34877175, -71.10419840251558)",528.092
"(42.349090849999996, -71.1041455900759)","(42.3517837, -71.1187216)",1271.332
"(42.349090849999996, -71.1041455900759)","(42.35051115, -71.09995235)",407.08399999999995
"(42.349090849999996, -71.1041455900759)","(42.3490585, -71.10153394404658)",172.578
"(42.349090849999996, -71.1041455900759)","(42.3510171, -71.10981338167903)",614.0559999999999
"(42.349090849999996, -71.1041455900759)","(42.3520335, -71.11030686731542)",726.2509999999999
"(42.349090849999996, -71.1041455900759)","(42.3498642, -71.1020204)",157.09400000000002
"(42.349090849999996, -71.1041455900759)","(42.348448899999994, -71.10015580728992)",335.99699999999996
"(42.349090849999996, -71.1041455900759)","(42.336374750000004, -71.07016239901102)",3409.059999999999
"(42.349090849999996, -71.1041455900759)","(42.3508802, -71.11750772346343)",1171.023
"(42.349090849999996, -71.1041455900759)","(42.3484364, -71.10230804217932)",247.756
"(42.349090849999996, -71.1041455900759)","(42.34888825, -71.10484432143394)",528.092
"(42.349090849999996, -71.1041455900759)","(42.35078225, -71.10524017370268)",274.693
"(42.349090849999996, -71.1041455900759)","(42.3505236, -71.10754495805156)",462.59599999999995
"(42.349090849999996, -71.1041455900759)","(42.3501003, -71.10383756091035)",66.762
"(42.349090849999996, -71.1041455900759)","(42.351051050235355, -71.1137959187151)",865.575
"(42.349090849999996, -71.1041455900759)","(42.35455655, -71.12354972039716)",1887.0390000000004
"(42.349090849999996, -71.1041455900759)","(42.3497494, -71.10134870499787)",281.90999999999997
"(42.349090849999996, -71.1041455900759)","(42.34972315, -71.10086607545841)",293.88899999999995
"(42.349090849999996, -71.1041455900759)","(42.3360176, -71.0694751)",3481.5429999999997
"(42.349090849999996, -71.1041455900759)","(42.3497874, -71.09794138426676)",566.549
"(42.335479649999996, -71.0717193943673)","(42.3514835, -71.1212481)",4939.073999999999
"(42.335479649999996, -71.0717193943673)","(42.3489751, -71.1009021)",3248.495
"(42.335479649999996, -71.0717193943673)","(42.3509964, -71.10799517909709)",3954.92
"(42.335479649999996, -71.0717193943673)","(42.3496881, -71.1001848)",3271.901
"(42.335479649999996, -71.0717193943673)","(42.3518204, -71.11646235858747)",4633.609000000001
"(42.335479649999996, -71.0717193943673)","(42.3491905, -71.1060852)",3757.5249999999987
"(42.335479649999996, -71.0717193943673)","(42.3505083, -71.1039114501441)",3561.195999999999
"(42.335479649999996, -71.0717193943673)","(42.34865105, -71.10126530464467)",3282.078
"(42.335479649999996, -71.0717193943673)","(42.34877175, -71.10419840251558)",3637.4339999999993
"(42.335479649999996, -71.0717193943673)","(42.3517837, -71.1187216)",4746.955000000003
"(42.335479649999996, -71.0717193943673)","(42.35051115, -71.09995235)",3286.9859999999994
"(42.335479649999996, -71.0717193943673)","(42.3490585, -71.10153394404658)",3355.1349999999998
"(42.335479649999996, -71.0717193943673)","(42.3510171, -71.10981338167903)",4089.6790000000015
"(42.335479649999996, -71.0717193943673)","(42.3520335, -71.11030686731542)",4201.874000000002
"(42.335479649999996, -71.0717193943673)","(42.3498642, -71.1020204)",3394.3839999999996
"(42.335479649999996, -71.0717193943673)","(42.348448899999994, -71.10015580728992)",3224.558
"(42.335479649999996, -71.0717193943673)","(42.336374750000004, -71.07016239901102)",267.559
"(42.335479649999996, -71.0717193943673)","(42.3508802, -71.11750772346343)",4654.388999999999
"(42.335479649999996, -71.0717193943673)","(42.3484364, -71.10230804217932)",3357.0979999999995
"(42.335479649999996, -71.0717193943673)","(42.34888825, -71.10484432143394)",3637.4339999999993
"(42.335479649999996, -71.0717193943673)","(42.335479649999996, -71.0717193943673)",0.0
"(42.335479649999996, -71.0717193943673)","(42.35078225, -71.10524017370268)",3704.4279999999994
"(42.335479649999996, -71.0717193943673)","(42.3505236, -71.10754495805156)",3933.1710000000003
"(42.335479649999996, -71.0717193943673)","(42.3501003, -71.10383756091035)",3534.337
"(42.335479649999996, -71.0717193943673)","(42.351051050235355, -71.1137959187151)",4341.198000000001
"(42.335479649999996, -71.0717193943673)","(42.35455655, -71.12354972039716)",5362.662
"(42.335479649999996, -71.0717193943673)","(42.3497494, -71.10134870499787)",3350.2700000000004
"(42.335479649999996, -71.0717193943673)","(42.34972315, -71.10086607545841)",3257.1839999999997
"(42.335479649999996, -71.0717193943673)","(42.3360176, -71.0694751)",233.535
"(42.335479649999996, -71.0717193943673)","(42.3497874, -71.09794138426676)",3054.259
